Results Table 1
,Specimen number (included),Maximum Force
"40.8500","6.7988","6.6318"
"40.9000","6.8071","6.6048"
"40.9500","6.8154","6.6051"
"41.0000","6.8239","6.6243"
"41.0500","6.8322","6.6233"
"41.1000","6.8406","6.5871"
"41.1500","6.8489","6.5819"
"41.2000","6.8572","6.5999"
"41.2500","6.8654","6.5740"
"41.3000","6.8738","6.5640"
"41.3500","6.8822","6.5510"
"41.4000","6.8906","6.5467"
"41.4500","6.8989","6.5449"
"41.5000","6.9072","6.5323"
"41.5500","6.9155","6.5354"
"41.6000","6.9238","6.5233"
"41.6500","6.9322","6.4961"
"41.7000","6.9405","6.5058"
"41.7500","6.9488","6.4658"
"41.8000","6.9572","6.4549"
"41.8500","6.9655","6.4480"
"41.9000","6.9739","6.4252"
"41.9500","6.9822","6.4356"
"42.0000","6.9905","6.4061"
"42.0500","6.9988","6.4179"
"42.1000","7.0072","6.3828"
"42.1500","7.0155","6.3670"
"42.2000","7.0240","6.3607"
"42.2500","7.0322","6.3696"
"42.3000","7.0405","6.3573"
"42.3500","7.0488","6.3326"
"42.4000","7.0572","6.3359"
"42.4500","7.0655","6.3240"
"42.5000","7.0739","6.3177"
"42.5500","7.0822","6.3148"
"42.6000","7.0905","6.3014"
"42.6500","7.0988","6.2910"
"42.7000","7.1071","6.2813"
"42.7500","7.1155","6.2529"
"42.8000","7.1239","6.2648"
"42.8500","7.1322","6.2543"
"42.9000","7.1406","6.1961"
"42.9500","7.1489","6.2003"
"43.0000","7.1572","6.2020"
"43.0500","7.1655","6.1656"
"43.1000","7.1739","6.1698"
"43.1500","7.1822","6.1593"
"43.2000","7.1905","6.1492"
"43.2500","7.1989","6.1410"
"43.3000","7.2073","6.1375"
"43.3500","7.2155","6.1157"
"43.4000","7.2238","6.1033"
"43.4500","7.2321","6.1052"
"43.5000","7.2405","6.0967"
"43.5500","7.2489","6.1067"
"43.6000","7.2572","6.1267"
"43.6500","7.2656","6.0886"
"43.7000","7.2739","6.0627"
"43.7500","7.2821","6.0210"
"43.8000","7.2905","6.0088"
"43.8500","7.2989","5.9592"
"43.9000","7.3072","5.9552"
"43.9500","7.3156","5.9178"
"44.0000","7.3239","5.9266"
"44.0500","7.3322","5.9233"
"44.1000","7.3405","5.9056"
"44.1500","7.3488","5.8640"
"44.2000","7.3572","5.8336"
"44.2500","7.3655","5.8442"
"44.3000","7.3739","5.8151"
"44.3500","7.3823","5.8054"
"44.4000","7.3906","5.7580"
"44.4500","7.3988","5.6974"
"44.5000","7.4071","5.6834"
"44.5500","7.4155","5.6658"
"44.6000","7.4239","5.6490"
"44.6500","7.4322","5.6373"
"44.7000","7.4405","5.6077"
"44.7500","7.4489","5.5802"
"44.8000","7.4572","5.5717"
"44.8500","7.4655","5.5680"
"44.9000","7.4738","5.5679"
"44.9500","7.4822","5.5091"
"45.0000","7.4905","5.5124"
"45.0500","7.4989","5.5243"
"45.1000","7.5072","5.4946"
"45.1500","7.5156","5.4833"
"45.2000","7.5238","5.4717"
"45.2500","7.5321","5.4689"
"45.3000","7.5405","5.4263"
"45.3500","7.5488","5.4391"
"45.4000","7.5572","5.3862"
"45.4500","7.5656","5.4103"
"45.5000","7.5739","5.4016"
"45.5500","7.5821","5.3746"
"45.6000","7.5904","5.3584"
"45.6500","7.5988","5.3066"
"45.7000","7.6072","5.2561"
"45.7500","7.6156","5.2284"
"45.8000","7.6239","5.2426"
"45.8500","7.6322","5.2325"
"45.9000","7.6405","5.1919"
"45.9500","7.6488","5.1657"
"46.0000","7.6572","5.1555"
"46.0500","7.6655","5.1320"
"46.1000","7.6738","5.1245"
"46.1500","7.6822","5.1322"
"46.2000","7.6905","5.1141"
"46.2500","7.6989","5.0975"
"46.3000","7.7071","5.1384"
"46.3500","7.7155","5.0914"
"46.4000","7.7239","5.1160"
"46.4500","7.7322","5.1125"
"46.5000","7.7406","5.0896"
"46.5500","7.7489","5.0930"
"46.6000","7.7572","5.0840"
"46.6500","7.7655","5.1033"
"46.7000","7.7738","5.0582"
"46.7500","7.7822","5.0540"
"46.8000","7.7905","5.0091"
"46.8500","7.7989","4.9968"
"46.9000","7.8072","5.0155"
"46.9500","7.8155","4.9869"
"47.0000","7.8238","4.9753"
"47.0500","7.8321","4.9632"
"47.1000","7.8405","4.9574"
"47.1500","7.8489","4.9574"
"47.2000","7.8572","4.9179"
"47.2500","7.8656","4.9413"
"47.3000","7.8739","4.9156"
"47.3500","7.8822","4.8908"
"47.4000","7.8905","4.9076"
"47.4500","7.8988","4.8841"
"47.5000","7.9072","4.8919"
"47.5500","7.9155","4.8993"
"47.6000","7.9239","4.8614"
"47.6500","7.9322","4.8770"
"47.7000","7.9405","4.8858"
"47.7500","7.9488","4.8795"
"47.8000","7.9571","4.8692"
"47.8500","7.9655","4.8828"
"47.9000","7.9739","4.8634"
"47.9500","7.9822","4.8670"
"48.0000","7.9905","4.8721"
"48.0500","7.9989","4.8604"
"48.1000","8.0071","4.8626"
"48.1500","8.0154","4.8666"
"48.2000","8.0239","4.8294"
"48.2500","8.0322","4.8756"
"48.3000","8.0406","4.8367"
"48.3500","8.0489","4.8518"
"48.4000","8.0573","4.8230"
"48.4500","8.0655","4.8353"
"48.5000","8.0738","4.8195"
"48.5500","8.0822","4.8271"
"48.6000","8.0905","4.8139"
"48.6500","8.0989","4.8333"
"48.7000","8.1072","4.8300"
"48.7500","8.1156","4.8123"
"48.8000","8.1238","4.8280"
"48.8500","8.1321","4.8085"
"48.9000","8.1405","4.8034"
"48.9500","8.1489","4.7858"
"49.0000","8.1572","4.7795"
"49.0500","8.1656","4.7955"
"49.1000","8.1739","4.7942"
"49.1500","8.1822","4.7782"
"49.2000","8.1905","4.7785"
"49.2500","8.1988","4.7978"
"49.3000","8.2072","4.7560"
"49.3500","8.2155","4.7721"
"49.4000","8.2239","4.7530"
"49.4500","8.2322","4.7673"
"49.5000","8.2406","4.7462"
"49.5500","8.2488","4.7475"
"49.6000","8.2571","4.7134"
"49.6500","8.2655","4.7255"
"49.7000","8.2739","4.6907"
"49.7500","8.2822","4.6959"
"49.8000","8.2906","4.6958"
"49.8500","8.2989","4.6468"
"49.9000","8.3071","4.6335"
"49.9500","8.3155","4.6065"
"50.0000","8.3239","4.5930"
"50.0500","8.3322","4.5411"
"50.1000","8.3405","4.5495"
"50.1500","8.3489","4.5404"
"50.2000","8.3572","4.5473"
"50.2500","8.3655","4.5536"
"50.3000","8.3738","4.5501"
"50.3500","8.3822","4.5081"
"50.4000","8.3906","4.5191"
"50.4500","8.3988","4.5277"
"50.5000","8.4072","4.5010"
"50.5500","8.4155","4.4987"
"50.6000","8.4239","4.4915"
"50.6500","8.4321","4.4622"
"50.7000","8.4405","4.4724"
"50.7500","8.4489","4.4477"
"50.8000","8.4572","4.4201"
"50.8500","8.4656","4.4233"
"50.9000","8.4739","4.4119"
"50.9500","8.4822","4.4120"
"51.0000","8.4905","4.4111"
"51.0500","8.4988","4.4059"
"51.1000","8.5072","4.4118"
"51.1500","8.5156","4.4066"
"51.2000","8.5239","4.4017"
"51.2500","8.5323","4.3998"
"51.3000","8.5405","4.3739"
"51.3500","8.5488","4.3694"
"51.4000","8.5571","4.3763"
"51.4500","8.5655","4.4182"
"51.5000","8.5739","4.3941"
"51.5500","8.5822","4.3767"
"51.6000","8.5906","4.3645"
"51.6500","8.5989","4.3730"
"51.7000","8.6071","4.3641"
"51.7500","8.6154","4.3666"
"51.8000","8.6238","4.3903"
"51.8500","8.6322","4.3517"
"51.9000","8.6406","4.3399"
"51.9500","8.6489","4.3298"
"52.0000","8.6572","4.3126"
"52.0500","8.6655","4.3138"
"52.1000","8.6737","4.2970"
"52.1500","8.6822","4.2912"
"52.2000","8.6905","4.2784"
"52.2500","8.6989","4.2700"
"52.3000","8.7072","4.2698"
"52.3500","8.7156","4.2597"
"52.4000","8.7239","4.2565"
"52.4500","8.7322","4.2437"
"52.5000","8.7405","4.2609"
"52.5500","8.7489","4.2252"
"52.6000","8.7572","4.2260"
"52.6500","8.7656","4.2244"
"52.7000","8.7739","4.2116"
"52.7500","8.7822","4.1884"
"52.8000","8.7904","4.1725"
"52.8500","8.7988","4.1961"
"52.9000","8.8072","4.1990"
"52.9500","8.8156","4.1169"
"53.0000","8.8239","4.1349"
"53.0500","8.8322","4.1249"
"53.1000","8.8405","4.0804"
"53.1500","8.8488","4.0847"
"53.2000","8.8571","4.0593"
"53.2500","8.8655","4.0476"
"53.3000","8.8739","4.0458"
"53.3500","8.8822","4.0346"
"53.4000","8.8905","4.0483"
"53.4500","8.8989","4.0175"
"53.5000","8.9072","4.0105"
"53.5500","8.9154","3.9920"
"53.6000","8.9238","3.9691"
"53.6500","8.9322","3.9428"
"53.7000","8.9405","3.9127"
"53.7500","8.9489","3.8948"
"53.8000","8.9572","3.8921"
"53.8500","8.9655","3.8684"
"53.9000","8.9738","3.8462"
"53.9500","8.9821","3.8579"
"54.0000","8.9906","3.8486"
"54.0500","8.9989","3.8341"
"54.1000","9.0073","3.8260"
"54.1500","9.0156","3.7926"
"54.2000","9.0239","3.7802"
"54.2500","9.0321","3.7941"
"54.3000","9.0405","3.7903"
"54.3500","9.0489","3.7785"
"54.4000","9.0572","3.7850"
"54.4500","9.0656","3.7662"
"54.5000","9.0739","3.7548"
"54.5500","9.0822","3.7523"
"54.6000","9.0905","3.7423"
"54.6500","9.0988","3.7225"
"54.7000","9.1072","3.7263"
"54.7500","9.1155","3.7094"
"54.8000","9.1239","3.6677"
"54.8500","9.1322","3.6439"
"54.9000","9.1406","3.6255"
"54.9500","9.1489","3.6088"
"55.0000","9.1571","3.6109"
"55.0500","9.1655","3.6008"
"55.1000","9.1739","3.5525"
"55.1500","9.1822","3.5274"
"55.2000","9.1906","3.5342"
"55.2500","9.1989","3.5484"
"55.3000","9.2072","3.5285"
"55.3500","9.2154","3.5009"
"55.4000","9.2238","3.5511"
"55.4500","9.2322","3.5159"
"55.5000","9.2406","3.4997"
"55.5500","9.2489","3.4695"
"55.6000","9.2572","3.4835"
"55.6500","9.2655","3.4663"
"55.7000","9.2738","3.4543"
"55.7500","9.2821","3.4246"
"55.8000","9.2905","3.4441"
"55.8500","9.2989","3.4346"
"55.9000","9.3072","3.4099"
"55.9500","9.3156","3.4083"
"56.0000","9.3239","3.4262"
"56.0500","9.3321","3.4048"
"56.1000","9.3405","3.3935"
"56.1500","9.3488","3.4112"
"56.2000","9.3572","3.4106"
"56.2500","9.3655","3.3533"
"56.3000","9.3739","3.3846"
"56.3500","9.3822","3.3528"
"56.4000","9.3905","3.3341"
"56.4500","9.3988","3.3243"
"56.5000","9.4072","3.2994"
"56.5500","9.4155","3.2947"
"56.6000","9.4239","3.2568"
"56.6500","9.4322","3.2668"
"56.7000","9.4406","3.2578"
"56.7500","9.4489","3.2618"
"56.8000","9.4572","3.2296"
"56.8500","9.4655","3.2088"
"56.9000","9.4739","3.1807"
"56.9500","9.4822","3.1675"
"57.0000","9.4906","3.1530"
"57.0500","9.4989","3.1734"
"57.1000","9.5072","3.1342"
"57.1500","9.5155","3.1263"
"57.2000","9.5238","3.0872"
"57.2500","9.5322","3.0380"
"57.3000","9.5406","3.0299"
"57.3500","9.5489","2.9867"
"57.4000","9.5572","2.9815"
"57.4500","9.5655","2.9406"
"57.5000","9.5738","2.9400"
"57.5500","9.5822","2.9415"
"57.6000","9.5905","2.9233"
"57.6500","9.5988","2.9003"
"57.7000","9.6072","2.8971"
"57.7500","9.6156","2.9119"
"57.8000","9.6239","2.8779"
"57.8500","9.6321","2.8759"
"57.9000","9.6404","2.8626"
"57.9500","9.6488","2.8526"
"58.0000","9.6572","2.8448"
"58.0500","9.6656","2.8550"
"58.1000","9.6739","2.8454"
"58.1500","9.6822","2.8253"
"58.2000","9.6905","2.7997"
"58.2500","9.6988","2.7865"
"58.3000","9.7072","2.7516"
"58.3500","9.7155","2.7408"
"58.4000","9.7239","2.6913"
"58.4500","9.7323","2.6069"
"58.5000","9.7405","2.5398"
"58.5500","9.7489","2.5050"
"58.6000","9.7571","2.5046"
"58.6500","9.7655","2.5219"
"58.7000","9.7739","2.4845"
"58.7500","9.7822","2.4784"
"58.8000","9.7906","2.4779"
"58.8500","9.7989","2.4573"
"58.9000","9.8072","2.4527"
"58.9500","9.8154","2.4325"

